postcode,EstimatedPopulation2017,CensusPopulation2011,Aged00to04,Aged05to09,Aged10to14,Aged15to19,Aged20to24,Aged25to29,Aged30to34,Aged35to39,Aged40to44,Aged45to49,Aged50to54,Aged55to59,Aged60to64,Aged65to69,Aged70to74,Aged75to79,Aged80to84,Aged85plus,RelativeSEAdDisad_1,RelativeSEAdDisad_2,RelativeSEAdDisad_3,RelativeSEAdDisad_4,RelativeSEAdDisad_5,RelativeSEAdDisad_6,RelativeSEAdDisad_7,RelativeSEAdDisad_8,RelativeSEAdDisad_9,RelativeSEAdDisad_10,RelativeSEAdDisad_WeightedAverage
4406,1876.80,1549.00,0.05,0.08,0.09,0.05,0.05,0.08,0.07,0.03,0.06,0.05,0.08,0.07,0.06,0.07,0.05,0.04,0.02,0.01,295,35,,,510,731,305,,,,5.0
4407,565.66,514.00,0.08,0.08,0.04,0.06,0.07,0.12,0.08,0.06,0.06,0.06,0.05,0.09,0.05,0.05,0.04,0.03,0.01,0.00,248,4,,,,163,150,,,,4.0
4408,594.60,569.00,0.05,0.04,0.10,0.06,0.02,0.02,0.06,0.02,0.08,0.08,0.11,0.08,0.06,0.08,0.08,0.04,0.03,0.01,,271,,,137,186,,,,,3.9
4410,1243.64,1212.00,0.06,0.05,0.08,0.07,0.02,0.00,0.05,0.04,0.07,0.07,0.08,0.09,0.08,0.08,0.07,0.04,0.02,0.03,758,,,,,485,,,,,3.0
4411,408.83,264.00,0.08,0.04,0.08,0.07,0.03,0.04,0.06,0.04,0.08,0.08,0.06,0.10,0.07,0.06,0.05,0.03,0.01,0.02,,,,,,409,,,,,6.0
4412,175.51,221.00,0.07,0.10,0.07,0.05,0.01,0.04,0.08,0.08,0.12,0.10,0.05,0.08,0.05,0.06,0.02,0.02,0.00,0.01,,,,,,176,,,,,6.0
4413,7554.01,6829.66,0.10,0.09,0.05,0.03,0.04,0.08,0.08,0.08,0.08,0.10,0.04,0.05,0.05,0.04,0.03,0.02,0.02,0.02,131,978,287,854,848,"3,750",706,,,,5.0
4415,2182.88,1892.58,0.06,0.11,0.02,0.04,0.08,0.06,0.06,0.18,0.02,0.04,0.04,0.05,0.05,0.07,0.05,0.03,0.02,0.03,148,,394,975,,666,,,,,4.2
4416,470.38,449.00,0.07,0.14,0.00,0.01,0.08,0.10,0.09,0.20,0.04,0.01,0.04,0.05,0.06,0.04,0.04,0.02,0.01,0.01,,,,54,,416,,,,,5.8
4417,687.55,701.00,0.10,0.07,0.03,0.05,0.06,0.10,0.06,0.05,0.05,0.06,0.09,0.09,0.07,0.05,0.03,0.02,0.01,0.01,,339,,,58,13,,277,,,4.7
4418,99.74,110.00,0.04,0.13,0.00,0.01,0.09,0.07,0.06,0.18,0.05,0.07,0.07,0.02,0.06,0.07,0.06,0.01,0.01,0.01,,,,,,100,,,,,6.0
4419,779.23,847.83,0.05,0.13,0.01,0.03,0.10,0.07,0.06,0.15,0.03,0.06,0.07,0.03,0.05,0.06,0.05,0.02,0.02,0.01,,308,,,,472,,,,,4.4
4420,1116.25,1139.17,0.06,0.09,0.07,0.03,0.04,0.06,0.05,0.07,0.07,0.07,0.06,0.08,0.08,0.05,0.05,0.04,0.02,0.03,,560,,,,343,213,,,,4.2
4421,2519.21,2351.00,0.05,0.06,0.05,0.04,0.07,0.15,0.07,0.03,0.04,0.03,0.05,0.06,0.09,0.08,0.04,0.05,0.02,0.02,"2,293",,226,,,,,,,,1.2
4422,545.87,491.00,0.05,0.10,0.03,0.01,0.06,0.17,0.08,0.04,0.07,0.03,0.06,0.06,0.07,0.07,0.03,0.05,0.02,0.02,,,,276,,270,,,,,5.0
4423,229.10,220.00,0.09,0.09,0.02,0.03,0.06,0.14,0.08,0.05,0.06,0.04,0.07,0.07,0.06,0.06,0.04,0.03,0.01,0.01,,,,129,,,,100,,,5.7
4424,232.97,249.00,0.07,0.11,0.01,0.05,0.05,0.07,0.08,0.18,0.04,0.02,0.02,0.03,0.08,0.09,0.05,0.03,0.03,0.01,,,,233,,,,,,,4.0
4425,204.93,188.00,0.06,0.10,0.00,0.04,0.06,0.11,0.08,0.15,0.03,0.03,0.03,0.07,0.07,0.09,0.04,0.03,0.01,0.01,,,,205,,,,,,,4.0
4426,111.49,96.00,0.05,0.08,0.04,0.03,0.07,0.11,0.04,0.07,0.05,0.06,0.11,0.07,0.07,0.07,0.07,0.03,0.00,0.00,,,,,52,59,,,,,5.5
4427,403.09,384.00,0.07,0.09,0.05,0.05,0.06,0.08,0.06,0.07,0.04,0.06,0.08,0.07,0.07,0.08,0.04,0.02,0.00,0.01,214,,,,27,162,,,,,3.3
4428,732.84,623.00,0.06,0.08,0.04,0.04,0.06,0.11,0.04,0.06,0.04,0.07,0.10,0.06,0.06,0.08,0.07,0.02,0.01,0.00,,236,,,88,409,,,,,4.6
4454,788.53,818.00,0.07,0.06,0.05,0.05,0.08,0.12,0.05,0.07,0.05,0.06,0.10,0.07,0.08,0.04,0.04,0.02,0.00,0.00,,293,,,,,394,,102,,5.4
4455,9128.05,8533.81,0.08,0.08,0.07,0.06,0.05,0.06,0.10,0.08,0.08,0.07,0.05,0.06,0.04,0.04,0.03,0.03,0.02,0.02,558,307,"1,646","1,018",748,"1,206",626,"2,911",108,,5.5
4461,71.46,65.00,0.07,0.06,0.06,0.09,0.06,0.11,0.02,0.07,0.07,0.08,0.12,0.09,0.02,0.06,0.05,0.00,0.00,0.00,,,,,,,,71,,,8.0
4462,188.64,168.00,0.05,0.04,0.04,0.04,0.03,0.14,0.04,0.04,0.04,0.10,0.09,0.07,0.07,0.08,0.06,0.04,0.02,0.02,,,,,139,,,49,,,5.8
4465,1629.39,1342.00,0.07,0.07,0.05,0.06,0.08,0.10,0.04,0.04,0.04,0.07,0.10,0.09,0.06,0.07,0.05,0.02,0.01,0.00,688,331,,,,363,247,,,,3.2
4467,196.78,176.00,0.06,0.07,0.07,0.04,0.05,0.08,0.03,0.04,0.08,0.09,0.10,0.06,0.06,0.08,0.06,0.03,0.01,0.00,,,,,,184,13,,,,6.1
4468,337.14,316.00,0.11,0.08,0.03,0.02,0.07,0.07,0.06,0.05,0.04,0.08,0.05,0.07,0.08,0.07,0.06,0.05,0.01,0.02,,179,,,,,41,118,,,4.7
4470,3832.07,3754.00,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.06,0.05,0.04,0.04,0.03,0.02,0.02,,"1,129","1,416",756,,,486,46,,,3.5
4472,1612.31,1620.11,0.07,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.08,0.08,0.06,0.05,0.05,0.02,0.02,415,353,185,,,,33,627,,,4.3
4474,166.26,134.66,0.07,0.10,0.05,0.02,0.04,0.07,0.04,0.05,0.13,0.08,0.08,0.08,0.04,0.07,0.02,0.04,0.01,0.01,,,,,166,,,,,,5.0
4475,9.27,0.17,0.07,0.10,0.05,0.02,0.04,0.07,0.04,0.05,0.13,0.08,0.08,0.08,0.04,0.07,0.02,0.04,0.01,0.01,,,,,9,,,,,,5.0
4477,503.21,488.00,0.07,0.07,0.04,0.04,0.04,0.06,0.05,0.07,0.07,0.07,0.07,0.06,0.08,0.06,0.05,0.03,0.04,0.03,342,,,,,,162,,,,2.9
4478,535.65,581.00,0.08,0.08,0.05,0.04,0.05,0.04,0.08,0.07,0.05,0.06,0.08,0.08,0.10,0.08,0.04,0.03,0.01,0.01,,258,,,,,278,,,,4.6
4479,36.14,34.00,0.08,0.07,0.06,0.07,0.03,0.04,0.07,0.08,0.06,0.08,0.10,0.07,0.06,0.06,0.05,0.02,0.01,0.01,,,,,,,36,,,,7.0
4480,932.12,904.00,0.08,0.09,0.05,0.04,0.04,0.08,0.06,0.04,0.08,0.08,0.08,0.08,0.05,0.06,0.03,0.03,0.02,0.02,,539,,,393,,,,,,3.3
